Year,State,County,HAI,Operative_Procedure,Facility_ID,Facility_Name,Hospital_Category_RiskAdjustment,Facility_Type,Procedure_Count,Infections_Reported,Infections_Predicted,SIR,SIR_CI_95_Lower_Limit,SIR_CI_95_Upper_Limit,Comparison,Notes
2024,California,San Mateo,Surgical Site Infections (SSI),"Coronary bypass,chest and donor incisions",220000017,Mills-Peninsula Medical Center,Acute Care Hospital,Major Teaching,63,0,0.39,0,0,9.53,Same,¥ See Data Dictionary
2024,California,San Mateo,Surgical Site Infections (SSI),"Coronary bypass,chest incision only",220000017,Mills-Peninsula Medical Center,Acute Care Hospital,Major Teaching,2,0,0.01,,,,,
2024,California,San Mateo,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),220000017,Mills-Peninsula Medical Center,Acute Care Hospital,Major Teaching,150,0,0.7,0,0,5.28,Same,¥ See Data Dictionary
2024,California,San Mateo,Surgical Site Infections (SSI),Gallbladder surgery,220000017,Mills-Peninsula Medical Center,Acute Care Hospital,Major Teaching,211,1,1.15,0.87,0.04,4.3,Same,
2024,California,San Mateo,Surgical Site Infections (SSI),Gastric surgery,220000017,Mills-Peninsula Medical Center,Acute Care Hospital,Major Teaching,66,0,0.74,0,0,4.99,Same,¥ See Data Dictionary
2024,California,San Mateo,Surgical Site Infections (SSI),Hip prosthesis,220000017,Mills-Peninsula Medical Center,Acute Care Hospital,Major Teaching,313,0,1.62,0,0,1.85,Same,
2024,California,San Mateo,Surgical Site Infections (SSI),"Hysterectomy, abdominal",220000017,Mills-Peninsula Medical Center,Acute Care Hospital,Major Teaching,62,0,0.38,0,0,9.79,Same,¥ See Data Dictionary
2024,California,San Mateo,Surgical Site Infections (SSI),"Hysterectomy, vaginal",220000017,Mills-Peninsula Medical Center,Acute Care Hospital,Major Teaching,3,0,0.02,,,,,
2024,California,San Mateo,Surgical Site Infections (SSI),Kidney surgery,220000017,Mills-Peninsula Medical Center,Acute Care Hospital,Major Teaching,24,0,0.08,,,,,
2024,California,San Mateo,Surgical Site Infections (SSI),Knee prosthesis,220000017,Mills-Peninsula Medical Center,Acute Care Hospital,Major Teaching,265,1,0.85,1.18,0.03,6.55,Same,¥ See Data Dictionary
2024,California,San Mateo,Surgical Site Infections (SSI),Laminectomy,220000017,Mills-Peninsula Medical Center,Acute Care Hospital,Major Teaching,213,0,0.61,0,0,6.1,Same,¥ See Data Dictionary
2024,California,San Mateo,Surgical Site Infections (SSI),Open reduction of fracture,220000017,Mills-Peninsula Medical Center,Acute Care Hospital,Major Teaching,95,1,0.52,1.91,0.05,10.65,Same,¥ See Data Dictionary
2024,California,San Mateo,Surgical Site Infections (SSI),Ovarian surgery,220000017,Mills-Peninsula Medical Center,Acute Care Hospital,Major Teaching,51,0,0.04,,,,,
2024,California,San Mateo,Surgical Site Infections (SSI),Pacemaker surgery,220000017,Mills-Peninsula Medical Center,Acute Care Hospital,Major Teaching,91,0,0.17,,,,,
2024,California,San Mateo,Surgical Site Infections (SSI),Rectal surgery,220000017,Mills-Peninsula Medical Center,Acute Care Hospital,Major Teaching,56,0,0.45,0,0,8.13,Same,¥ See Data Dictionary
2024,California,San Mateo,Surgical Site Infections (SSI),Small bowel surgery,220000017,Mills-Peninsula Medical Center,Acute Care Hospital,Major Teaching,97,1,1.88,0.53,0.03,2.62,Same,
2024,California,San Mateo,Surgical Site Infections (SSI),Spinal fusion,220000017,Mills-Peninsula Medical Center,Acute Care Hospital,Major Teaching,104,2,0.77,2.59,0.31,9.37,Same,¥ See Data Dictionary
2024,California,San Mateo,Surgical Site Infections (SSI),Thoracic surgery,220000017,Mills-Peninsula Medical Center,Acute Care Hospital,Major Teaching,52,0,0.22,0,0,16.62,Same,¥ See Data Dictionary
2024,California,San Francisco,Surgical Site Infections (SSI),All procedures,220000018,California Pacific Medical Center - Mission Bernal Campus and Orthopedic Institute,Acute Care Hospital,Major Teaching,1109,1,5.15,0.19,0.01,0.96,Better,
2024,California,San Francisco,Surgical Site Infections (SSI),Appendix surgery,220000018,California Pacific Medical Center - Mission Bernal Campus and Orthopedic Institute,Acute Care Hospital,Major Teaching,51,0,0.16,,,,,
2024,California,San Francisco,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",220000018,California Pacific Medical Center - Mission Bernal Campus and Orthopedic Institute,Acute Care Hospital,Major Teaching,1,0,0.02,,,,,
2024,California,San Francisco,Surgical Site Infections (SSI),Colon surgery,220000018,California Pacific Medical Center - Mission Bernal Campus and Orthopedic Institute,Acute Care Hospital,Major Teaching,49,0,0.89,0,0,4.13,Same,¥ See Data Dictionary
2024,California,San Francisco,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),220000018,California Pacific Medical Center - Mission Bernal Campus and Orthopedic Institute,Acute Care Hospital,Major Teaching,70,0,0.24,0,0,15.7,Same,¥ See Data Dictionary
2024,California,San Francisco,Surgical Site Infections (SSI),Gallbladder surgery,220000018,California Pacific Medical Center - Mission Bernal Campus and Orthopedic Institute,Acute Care Hospital,Major Teaching,71,0,0.25,0,0,15,Same,¥ See Data Dictionary
2024,California,San Francisco,Surgical Site Infections (SSI),Gastric surgery,220000018,California Pacific Medical Center - Mission Bernal Campus and Orthopedic Institute,Acute Care Hospital,Major Teaching,5,1,0.1,,,,,
2024,California,San Francisco,Surgical Site Infections (SSI),Hip prosthesis,220000018,California Pacific Medical Center - Mission Bernal Campus and Orthopedic Institute,Acute Care Hospital,Major Teaching,299,0,1.16,0,0,2.59,Same,
2024,California,San Francisco,Surgical Site Infections (SSI),"Hysterectomy, abdominal",220000018,California Pacific Medical Center - Mission Bernal Campus and Orthopedic Institute,Acute Care Hospital,Major Teaching,69,0,0.33,0,0,11.32,Same,¥ See Data Dictionary
2024,California,San Francisco,Surgical Site Infections (SSI),"Hysterectomy, vaginal",220000018,California Pacific Medical Center - Mission Bernal Campus and Orthopedic Institute,Acute Care Hospital,Major Teaching,6,0,0.04,,,,,
2024,California,San Francisco,Surgical Site Infections (SSI),Knee prosthesis,220000018,California Pacific Medical Center - Mission Bernal Campus and Orthopedic Institute,Acute Care Hospital,Major Teaching,261,0,0.65,0,0,5.7,Same,¥ See Data Dictionary
2024,California,San Francisco,Surgical Site Infections (SSI),Laminectomy,220000018,California Pacific Medical Center - Mission Bernal Campus and Orthopedic Institute,Acute Care Hospital,Major Teaching,38,0,0.11,,,,,
2024,California,San Francisco,Surgical Site Infections (SSI),Open reduction of fracture,220000018,California Pacific Medical Center - Mission Bernal Campus and Orthopedic Institute,Acute Care Hospital,Major Teaching,65,0,0.33,0,0,11.05,Same,¥ See Data Dictionary
2024,California,San Francisco,Surgical Site Infections (SSI),Ovarian surgery,220000018,California Pacific Medical Center - Mission Bernal Campus and Orthopedic Institute,Acute Care Hospital,Major Teaching,63,0,0.04,,,,,
2024,California,San Francisco,Surgical Site Infections (SSI),Rectal surgery,220000018,California Pacific Medical Center - Mission Bernal Campus and Orthopedic Institute,Acute Care Hospital,Major Teaching,14,0,0.25,0,0,15,Same,¥ See Data Dictionary
2024,California,San Francisco,Surgical Site Infections (SSI),Small bowel surgery,220000018,California Pacific Medical Center - Mission Bernal Campus and Orthopedic Institute,Acute Care Hospital,Major Teaching,27,0,0.52,0,0,7.04,Same,¥ See Data Dictionary
2024,California,San Francisco,Surgical Site Infections (SSI),Spinal fusion,220000018,California Pacific Medical Center - Mission Bernal Campus and Orthopedic Institute,Acute Care Hospital,Major Teaching,17,0,0.03,,,,,
2024,California,San Francisco,Surgical Site Infections (SSI),Thoracic surgery,220000018,California Pacific Medical Center - Mission Bernal Campus and Orthopedic Institute,Acute Care Hospital,Major Teaching,3,0,0.02,,,,,
2024,California,San Francisco,Surgical Site Infections (SSI),All procedures,220000019,Priscilla Chan and Mark Zuckerberg San Francisco General Hospital and Trauma Center,Acute Care Hospital,"Community, >250 Beds",1991,16,25.07,0.64,0.38,1.02,Same,
2024,California,San Francisco,Surgical Site Infections (SSI),Appendix surgery,220000019,Priscilla Chan and Mark Zuckerberg San Francisco General Hospital and Trauma Center,Acute Care Hospital,"Community, >250 Beds",82,0,0.83,0,0,4.43,Same,¥ See Data Dictionary
2024,California,San Francisco,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",220000019,Priscilla Chan and Mark Zuckerberg San Francisco General Hospital and Trauma Center,Acute Care Hospital,"Community, >250 Beds",23,1,0.87,1.15,0.03,6.39,Same,¥ See Data Dictionary
2024,California,San Francisco,Surgical Site Infections (SSI),Cardiac surgery,220000019,Priscilla Chan and Mark Zuckerberg San Francisco General Hospital and Trauma Center,Acute Care Hospital,"Community, >250 Beds",7,0,0.05,,,,,
2024,California,San Francisco,Surgical Site Infections (SSI),Cesarean section,220000019,Priscilla Chan and Mark Zuckerberg San Francisco General Hospital and Trauma Center,Acute Care Hospital,"Community, >250 Beds",278,1,0.76,1.32,0.03,7.37,Same,¥ See Data Dictionary
2024,California,San Francisco,Surgical Site Infections (SSI),Colon surgery,220000019,Priscilla Chan and Mark Zuckerberg San Francisco General Hospital and Trauma Center,Acute Care Hospital,"Community, >250 Beds",130,8,6.16,1.3,0.6,2.47,Same,
2024,California,San Francisco,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),220000019,Priscilla Chan and Mark Zuckerberg San Francisco General Hospital and Trauma Center,Acute Care Hospital,"Community, >250 Beds",246,0,3.05,0,0,0.98,Better,
2024,California,San Francisco,Surgical Site Infections (SSI),Gallbladder surgery,220000019,Priscilla Chan and Mark Zuckerberg San Francisco General Hospital and Trauma Center,Acute Care Hospital,"Community, >250 Beds",108,0,0.74,0,0,5,Same,¥ See Data Dictionary
2024,California,San Francisco,Surgical Site Infections (SSI),Gastric surgery,220000019,Priscilla Chan and Mark Zuckerberg San Francisco General Hospital and Trauma Center,Acute Care Hospital,"Community, >250 Beds",20,0,0.48,0,0,7.73,Same,¥ See Data Dictionary
2024,California,San Francisco,Surgical Site Infections (SSI),Hip prosthesis,220000019,Priscilla Chan and Mark Zuckerberg San Francisco General Hospital and Trauma Center,Acute Care Hospital,"Community, >250 Beds",80,0,0.72,0,0,5.11,Same,¥ See Data Dictionary
2024,California,San Francisco,Surgical Site Infections (SSI),"Hysterectomy, abdominal",220000019,Priscilla Chan and Mark Zuckerberg San Francisco General Hospital and Trauma Center,Acute Care Hospital,"Community, >250 Beds",19,0,0.26,0,0,14.24,Same,¥ See Data Dictionary
2024,California,San Francisco,Surgical Site Infections (SSI),"Hysterectomy, vaginal",220000019,Priscilla Chan and Mark Zuckerberg San Francisco General Hospital and Trauma Center,Acute Care Hospital,"Community, >250 Beds",3,0,0.01,,,,,
2024,California,San Francisco,Surgical Site Infections (SSI),Kidney surgery,220000019,Priscilla Chan and Mark Zuckerberg San Francisco General Hospital and Trauma Center,Acute Care Hospital,"Community, >250 Beds",16,0,0.05,,,,,
2024,California,San Francisco,Surgical Site Infections (SSI),Knee prosthesis,220000019,Priscilla Chan and Mark Zuckerberg San Francisco General Hospital and Trauma Center,Acute Care Hospital,"Community, >250 Beds",78,1,0.3,3.31,0.08,18.45,Same,¥ See Data Dictionary
2024,California,San Francisco,Surgical Site Infections (SSI),Laminectomy,220000019,Priscilla Chan and Mark Zuckerberg San Francisco General Hospital and Trauma Center,Acute Care Hospital,"Community, >250 Beds",81,0,0.26,0,0,14.19,Same,¥ See Data Dictionary
2024,California,San Francisco,Surgical Site Infections (SSI),Open reduction of fracture,220000019,Priscilla Chan and Mark Zuckerberg San Francisco General Hospital and Trauma Center,Acute Care Hospital,"Community, >250 Beds",440,1,5.64,0.18,0.01,0.87,Better,
2024,California,San Francisco,Surgical Site Infections (SSI),Ovarian surgery,220000019,Priscilla Chan and Mark Zuckerberg San Francisco General Hospital and Trauma Center,Acute Care Hospital,"Community, >250 Beds",37,0,0.03,,,,,
2024,California,San Francisco,Surgical Site Infections (SSI),Pacemaker surgery,220000019,Priscilla Chan and Mark Zuckerberg San Francisco General Hospital and Trauma Center,Acute Care Hospital,"Community, >250 Beds",7,0,0.01,,,,,
2024,California,San Francisco,Surgical Site Infections (SSI),Rectal surgery,220000019,Priscilla Chan and Mark Zuckerberg San Francisco General Hospital and Trauma Center,Acute Care Hospital,"Community, >250 Beds",26,0,0.53,0,0,6.97,Same,¥ See Data Dictionary
2024,California,San Francisco,Surgical Site Infections (SSI),Small bowel surgery,220000019,Priscilla Chan and Mark Zuckerberg San Francisco General Hospital and Trauma Center,Acute Care Hospital,"Community, >250 Beds",80,0,1.66,0,0,1.81,Same,
2024,California,San Francisco,Surgical Site Infections (SSI),Spinal fusion,220000019,Priscilla Chan and Mark Zuckerberg San Francisco General Hospital and Trauma Center,Acute Care Hospital,"Community, >250 Beds",180,4,2.42,1.65,0.53,3.99,Same,
2024,California,San Francisco,Surgical Site Infections (SSI),Spleen surgery,220000019,Priscilla Chan and Mark Zuckerberg San Francisco General Hospital and Trauma Center,Acute Care Hospital,"Community, >250 Beds",9,0,0.09,,,,,
2024,California,San Francisco,Surgical Site Infections (SSI),Thoracic surgery,220000019,Priscilla Chan and Mark Zuckerberg San Francisco General Hospital and Trauma Center,Acute Care Hospital,"Community, >250 Beds",41,0,0.14,,,,,
2024,California,San Francisco,Surgical Site Infections (SSI),Abdominal aortic aneurysm repair,220000022,California Pacific Medical Center - Van Ness Campus,Acute Care Hospital,Major Teaching,1,0,0.01,,,,,
2024,California,San Francisco,Surgical Site Infections (SSI),All procedures,220000022,California Pacific Medical Center - Van Ness Campus,Acute Care Hospital,Major Teaching,4254,19,30.05,0.63,0.39,0.97,Better,
2024,California,San Francisco,Surgical Site Infections (SSI),Appendix surgery,220000022,California Pacific Medical Center - Van Ness Campus,Acute Care Hospital,Major Teaching,99,0,0.32,0,0,11.46,Same,¥ See Data Dictionary
2024,California,San Francisco,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",220000022,California Pacific Medical Center - Van Ness Campus,Acute Care Hospital,Major Teaching,281,8,4.76,1.68,0.78,3.19,Same,
2024,California,San Francisco,Surgical Site Infections (SSI),Cardiac surgery,220000022,California Pacific Medical Center - Van Ness Campus,Acute Care Hospital,Major Teaching,187,2,0.81,2.46,0.3,8.89,Same,¥ See Data Dictionary
2024,California,San Francisco,Surgical Site Infections (SSI),Cesarean section,220000022,California Pacific Medical Center - Van Ness Campus,Acute Care Hospital,Major Teaching,1053,0,1.2,0,0,2.5,Same,
2024,California,San Francisco,Surgical Site Infections (SSI),Colon surgery,220000022,California Pacific Medical Center - Van Ness Campus,Acute Care Hospital,Major Teaching,143,3,3.62,0.83,0.21,2.25,Same,
2024,California,San Francisco,Surgical Site Infections (SSI),"Coronary bypass,chest and donor incisions",220000022,California Pacific Medical Center - Van Ness Campus,Acute Care Hospital,Major Teaching,81,0,0.6,0,0,6.2,Same,¥ See Data Dictionary
2024,California,San Francisco,Surgical Site Infections (SSI),"Coronary bypass,chest incision only",220000022,California Pacific Medical Center - Van Ness Campus,Acute Care Hospital,Major Teaching,7,0,0.04,,,,,
2024,California,San Francisco,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),220000022,California Pacific Medical Center - Van Ness Campus,Acute Care Hospital,Major Teaching,332,0,2,0,0,1.5,Same,
2024,California,San Francisco,Surgical Site Infections (SSI),Gallbladder surgery,220000022,California Pacific Medical Center - Van Ness Campus,Acute Care Hospital,Major Teaching,210,0,1.79,0,0,1.67,Same,
2024,California,San Francisco,Surgical Site Infections (SSI),Gastric surgery,220000022,California Pacific Medical Center - Van Ness Campus,Acute Care Hospital,Major Teaching,164,0,1.42,0,0,2.11,Same,
2024,California,San Francisco,Surgical Site Infections (SSI),Heart transplant,220000022,California Pacific Medical Center - Van Ness Campus,Acute Care Hospital,Major Teaching,6,0,0.04,,,,,
2024,California,San Francisco,Surgical Site Infections (SSI),Hip prosthesis,220000022,California Pacific Medical Center - Van Ness Campus,Acute Care Hospital,Major Teaching,3,0,0.02,,,,,
2024,California,San Francisco,Surgical Site Infections (SSI),"Hysterectomy, abdominal",220000022,California Pacific Medical Center - Van Ness Campus,Acute Care Hospital,Major Teaching,141,1,0.96,1.04,0.03,5.8,Same,¥ See Data Dictionary
2024,California,San Francisco,Surgical Site Infections (SSI),"Hysterectomy, vaginal",220000022,California Pacific Medical Center - Van Ness Campus,Acute Care Hospital,Major Teaching,22,0,0.16,,,,,
2024,California,San Francisco,Surgical Site Infections (SSI),Kidney surgery,220000022,California Pacific Medical Center - Van Ness Campus,Acute Care Hospital,Major Teaching,97,0,0.32,0,0,11.53,Same,¥ See Data Dictionary
2024,California,San Francisco,Surgical Site Infections (SSI),Kidney transplant,220000022,California Pacific Medical Center - Van Ness Campus,Acute Care Hospital,Major Teaching,177,0,0.89,0,0,4.16,Same,¥ See Data Dictionary
2024,California,San Francisco,Surgical Site Infections (SSI),Laminectomy,220000022,California Pacific Medical Center - Van Ness Campus,Acute Care Hospital,Major Teaching,208,0,0.65,0,0,5.72,Same,¥ See Data Dictionary
2024,California,San Francisco,Surgical Site Infections (SSI),Liver transplant,220000022,California Pacific Medical Center - Van Ness Campus,Acute Care Hospital,Major Teaching,80,2,3.89,0.51,0.09,1.7,Same,
2024,California,San Francisco,Surgical Site Infections (SSI),Open reduction of fracture,220000022,California Pacific Medical Center - Van Ness Campus,Acute Care Hospital,Major Teaching,6,0,0.03,,,,,
2024,California,San Francisco,Surgical Site Infections (SSI),Ovarian surgery,220000022,California Pacific Medical Center - Van Ness Campus,Acute Care Hospital,Major Teaching,122,0,0.08,,,,,
2024,California,San Francisco,Surgical Site Infections (SSI),Pacemaker surgery,220000022,California Pacific Medical Center - Van Ness Campus,Acute Care Hospital,Major Teaching,110,0,0.18,,,,,
2024,California,San Francisco,Surgical Site Infections (SSI),Rectal surgery,220000022,California Pacific Medical Center - Van Ness Campus,Acute Care Hospital,Major Teaching,31,0,0.31,0,0,12.1,Same,¥ See Data Dictionary
2024,California,San Francisco,Surgical Site Infections (SSI),Small bowel surgery,220000022,California Pacific Medical Center - Van Ness Campus,Acute Care Hospital,Major Teaching,141,1,2.78,0.36,0.02,1.77,Same,
2024,California,San Francisco,Surgical Site Infections (SSI),Spinal fusion,220000022,California Pacific Medical Center - Van Ness Campus,Acute Care Hospital,Major Teaching,308,0,1.96,0,0,1.53,Same,
2024,California,San Francisco,Surgical Site Infections (SSI),Spleen surgery,220000022,California Pacific Medical Center - Van Ness Campus,Acute Care Hospital,Major Teaching,23,0,0.1,,,,,
2024,California,San Francisco,Surgical Site Infections (SSI),Thoracic surgery,220000022,California Pacific Medical Center - Van Ness Campus,Acute Care Hospital,Major Teaching,221,2,1.1,1.82,0.3,6,Same,
2024,California,San Francisco,Surgical Site Infections (SSI),All procedures,220000023,California Pacific Medical Center - Davies Campus,Acute Care Hospital,Major Teaching,352,1,1.63,0.62,0.03,3.03,Same,
2024,California,San Francisco,Surgical Site Infections (SSI),Appendix surgery,220000023,California Pacific Medical Center - Davies Campus,Acute Care Hospital,Major Teaching,25,0,0.09,,,,,
2024,California,San Francisco,Surgical Site Infections (SSI),Colon surgery,220000023,California Pacific Medical Center - Davies Campus,Acute Care Hospital,Major Teaching,3,0,0.11,,,,,
2024,California,San Francisco,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),220000023,California Pacific Medical Center - Davies Campus,Acute Care Hospital,Major Teaching,20,0,0.12,,,,,
2024,California,San Francisco,Surgical Site Infections (SSI),Gallbladder surgery,220000023,California Pacific Medical Center - Davies Campus,Acute Care Hospital,Major Teaching,18,0,0.04,,,,,
2024,California,San Francisco,Surgical Site Infections (SSI),Hip prosthesis,220000023,California Pacific Medical Center - Davies Campus,Acute Care Hospital,Major Teaching,18,0,0.07,,,,,
2024,California,San Francisco,Surgical Site Infections (SSI),"Hysterectomy, abdominal",220000023,California Pacific Medical Center - Davies Campus,Acute Care Hospital,Major Teaching,1,0,0.01,,,,,
2024,California,San Francisco,Surgical Site Infections (SSI),Knee prosthesis,220000023,California Pacific Medical Center - Davies Campus,Acute Care Hospital,Major Teaching,66,0,0.23,0,0,16.04,Same,¥ See Data Dictionary
2024,California,San Francisco,Surgical Site Infections (SSI),Laminectomy,220000023,California Pacific Medical Center - Davies Campus,Acute Care Hospital,Major Teaching,122,0,0.39,0,0,9.58,Same,¥ See Data Dictionary
2024,California,San Francisco,Surgical Site Infections (SSI),Open reduction of fracture,220000023,California Pacific Medical Center - Davies Campus,Acute Care Hospital,Major Teaching,10,0,0.16,,,,,
2024,California,San Francisco,Surgical Site Infections (SSI),Ovarian surgery,220000023,California Pacific Medical Center - Davies Campus,Acute Care Hospital,Major Teaching,3,0,0,,,,,
2024,California,San Francisco,Surgical Site Infections (SSI),Rectal surgery,220000023,California Pacific Medical Center - Davies Campus,Acute Care Hospital,Major Teaching,1,0,0.01,,,,,
2024,California,San Francisco,Surgical Site Infections (SSI),Small bowel surgery,220000023,California Pacific Medical Center - Davies Campus,Acute Care Hospital,Major Teaching,4,1,0.08,,,,,
2024,California,San Francisco,Surgical Site Infections (SSI),Spinal fusion,220000023,California Pacific Medical Center - Davies Campus,Acute Care Hospital,Major Teaching,57,0,0.31,0,0,11.98,Same,¥ See Data Dictionary
2024,California,San Francisco,Surgical Site Infections (SSI),Thoracic surgery,220000023,California Pacific Medical Center - Davies Campus,Acute Care Hospital,Major Teaching,4,0,0.01,,,,,
2024,California,San Mateo,Surgical Site Infections (SSI),Abdominal aortic aneurysm repair,220000025,Sequoia Hospital,Acute Care Hospital,"Community, 125-250 Beds",2,0,0.01,,,,,
2024,California,San Mateo,Surgical Site Infections (SSI),All procedures,220000025,Sequoia Hospital,Acute Care Hospital,"Community, 125-250 Beds",2434,7,7.91,0.88,0.39,1.75,Same,
2024,California,San Mateo,Surgical Site Infections (SSI),Appendix surgery,220000025,Sequoia Hospital,Acute Care Hospital,"Community, 125-250 Beds",49,1,0.12,,,,,
2024,California,San Mateo,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",220000025,Sequoia Hospital,Acute Care Hospital,"Community, 125-250 Beds",1,0,0.01,,,,,
2024,California,San Mateo,Surgical Site Infections (SSI),Cardiac surgery,220000025,Sequoia Hospital,Acute Care Hospital,"Community, 125-250 Beds",186,0,0.45,0,0,8.27,Same,¥ See Data Dictionary
2024,California,San Mateo,Surgical Site Infections (SSI),Cesarean section,220000025,Sequoia Hospital,Acute Care Hospital,"Community, 125-250 Beds",341,0,0.28,0,0,13.13,Same,¥ See Data Dictionary
2024,California,San Mateo,Surgical Site Infections (SSI),Colon surgery,220000025,Sequoia Hospital,Acute Care Hospital,"Community, 125-250 Beds",32,0,0.6,0,0,6.16,Same,¥ See Data Dictionary
2024,California,San Mateo,Surgical Site Infections (SSI),"Coronary bypass,chest and donor incisions",220000025,Sequoia Hospital,Acute Care Hospital,"Community, 125-250 Beds",73,0,0.3,0,0,12.13,Same,¥ See Data Dictionary
2024,California,San Mateo,Surgical Site Infections (SSI),"Coronary bypass,chest incision only",220000025,Sequoia Hospital,Acute Care Hospital,"Community, 125-250 Beds",9,0,0.03,,,,,
2024,California,San Mateo,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),220000025,Sequoia Hospital,Acute Care Hospital,"Community, 125-250 Beds",39,0,0.16,,,,,
2024,California,San Mateo,Surgical Site Infections (SSI),Gallbladder surgery,220000025,Sequoia Hospital,Acute Care Hospital,"Community, 125-250 Beds",49,2,0.14,,,,,
2024,California,San Mateo,Surgical Site Infections (SSI),Gastric surgery,220000025,Sequoia Hospital,Acute Care Hospital,"Community, 125-250 Beds",15,0,0.05,,,,,
2024,California,San Mateo,Surgical Site Infections (SSI),Hip prosthesis,220000025,Sequoia Hospital,Acute Care Hospital,"Community, 125-250 Beds",463,1,1.88,0.53,0.03,2.62,Same,
2024,California,San Mateo,Surgical Site Infections (SSI),"Hysterectomy, abdominal",220000025,Sequoia Hospital,Acute Care Hospital,"Community, 125-250 Beds",68,1,0.24,4.26,0.11,23.71,Same,¥ See Data Dictionary
2024,California,San Mateo,Surgical Site Infections (SSI),"Hysterectomy, vaginal",220000025,Sequoia Hospital,Acute Care Hospital,"Community, 125-250 Beds",4,0,0.02,,,,,
2024,California,San Mateo,Surgical Site Infections (SSI),Kidney surgery,220000025,Sequoia Hospital,Acute Care Hospital,"Community, 125-250 Beds",23,0,0.08,,,,,
2024,California,San Mateo,Surgical Site Infections (SSI),Knee prosthesis,220000025,Sequoia Hospital,Acute Care Hospital,"Community, 125-250 Beds",517,0,1.6,0,0,1.87,Same,
2024,California,San Mateo,Surgical Site Infections (SSI),Laminectomy,220000025,Sequoia Hospital,Acute Care Hospital,"Community, 125-250 Beds",229,1,0.58,1.72,0.04,9.57,Same,¥ See Data Dictionary
2024,California,San Mateo,Surgical Site Infections (SSI),Open reduction of fracture,220000025,Sequoia Hospital,Acute Care Hospital,"Community, 125-250 Beds",50,0,0.3,0,0,12.51,Same,¥ See Data Dictionary
2024,California,San Mateo,Surgical Site Infections (SSI),Ovarian surgery,220000025,Sequoia Hospital,Acute Care Hospital,"Community, 125-250 Beds",42,0,0.03,,,,,
2024,California,San Mateo,Surgical Site Infections (SSI),Pacemaker surgery,220000025,Sequoia Hospital,Acute Care Hospital,"Community, 125-250 Beds",95,0,0.16,,,,,
2024,California,San Mateo,Surgical Site Infections (SSI),Small bowel surgery,220000025,Sequoia Hospital,Acute Care Hospital,"Community, 125-250 Beds",14,1,0.26,3.85,0.1,21.43,Same,¥ See Data Dictionary
2024,California,San Mateo,Surgical Site Infections (SSI),Spinal fusion,220000025,Sequoia Hospital,Acute Care Hospital,"Community, 125-250 Beds",122,0,0.59,0,0,6.21,Same,¥ See Data Dictionary
2024,California,San Mateo,Surgical Site Infections (SSI),Thoracic surgery,220000025,Sequoia Hospital,Acute Care Hospital,"Community, 125-250 Beds",11,0,0.03,,,,,
2024,California,San Mateo,Surgical Site Infections (SSI),All procedures,220000026,AHMC Seton Medical Center,Acute Care Hospital,"Community, 125-250 Beds",259,2,1.6,1.25,0.21,4.13,Same,
2024,California,San Mateo,Surgical Site Infections (SSI),Appendix surgery,220000026,AHMC Seton Medical Center,Acute Care Hospital,"Community, 125-250 Beds",17,0,0.04,,,,,
2024,California,San Mateo,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",220000026,AHMC Seton Medical Center,Acute Care Hospital,"Community, 125-250 Beds",2,0,0.04,,,,,
2024,California,San Mateo,Surgical Site Infections (SSI),Cardiac surgery,220000026,AHMC Seton Medical Center,Acute Care Hospital,"Community, 125-250 Beds",13,0,0.03,,,,,
2024,California,San Mateo,Surgical Site Infections (SSI),Colon surgery,220000026,AHMC Seton Medical Center,Acute Care Hospital,"Community, 125-250 Beds",19,0,0.34,0,0,10.95,Same,¥ See Data Dictionary
2024,California,San Mateo,Surgical Site Infections (SSI),"Coronary bypass,chest and donor incisions",220000026,AHMC Seton Medical Center,Acute Care Hospital,"Community, 125-250 Beds",11,0,0.05,,,,,
2024,California,San Mateo,Surgical Site Infections (SSI),"Coronary bypass,chest incision only",220000026,AHMC Seton Medical Center,Acute Care Hospital,"Community, 125-250 Beds",7,1,0.04,,,,,
2024,California,San Mateo,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),220000026,AHMC Seton Medical Center,Acute Care Hospital,"Community, 125-250 Beds",17,0,0.06,,,,,
2024,California,San Mateo,Surgical Site Infections (SSI),Gallbladder surgery,220000026,AHMC Seton Medical Center,Acute Care Hospital,"Community, 125-250 Beds",48,0,0.17,,,,,
2024,California,San Mateo,Surgical Site Infections (SSI),Gastric surgery,220000026,AHMC Seton Medical Center,Acute Care Hospital,"Community, 125-250 Beds",6,0,0.04,,,,,
